#  Velocities of campaign stations with respective to EURASIA plate from 2009-2014
#  Lon.— Longitude in angle degree
#  Lat.— Latitude in angle degree
#  Ve  — Velocity(mm/a) in east component
#  Vn  — Velocity(mm/a) in north component
#  sVe — Velocity error(mm/a) in east component
#  sVn — Velocity error(mm/a) in north component
#  cor - Correlation between eastward and northward components
#  Site— station code
#  Lon.     Lat.    Ve     Vn       sVe     sVn  cor   Site
    83.6    30.8    7.08   22.17    0.33    0.26  0  J328
    83.7    31.7    8.79   19.26    0.37    0.35  0  J329
    84.0    31.0    8.35   21.32    0.51    0.18  0  J330
    84.0    33.2    7.94   17.67    0.19    0.10  0  J331
    84.0    29.7    5.60   23.01    0.17    0.14  0  J332
    83.8    35.3    4.89   17.73    0.27    0.19  0  J333
    85.1    31.4    9.40   20.61    0.23    0.17  0  J334
    85.3    32.0    9.28   19.94    0.15    0.18  0  J335
    85.2    30.7   10.09   21.27    0.17    0.20  0  J336
    85.6    29.4    8.24   22.66    0.32    0.23  0  J337
    85.7    30.0    9.29   22.40    0.30    0.16  0  J338
    86.4    28.7    9.65   24.68    0.16    0.19  0  J339
    86.5    30.0   12.05   23.08    0.22    0.30  0  J340
    87.2    31.2   13.90   20.18    0.21    0.41  0  J341
    87.0    30.6   13.03   21.51    0.30    0.34  0  J342
    84.8    35.5    5.27   15.79    0.32    0.22  0  J343
    85.7    35.5    4.34   20.04    0.40    0.40  0  J344
    87.4    31.6   14.26   19.65    0.18    0.13  0  J345
    87.8    28.5   12.75   22.54    0.31    0.58  0  J346
    88.2    29.4   12.97   22.90    0.38    0.40  0  J347
    88.7    33.3   14.57   16.92    0.15    0.40  0  J348
    88.6    30.6   13.05   19.59    0.42    0.21  0  J349
    89.0    31.4   15.52   19.19    0.49    0.43  0  J350
    90.1    31.4   16.92   17.72    0.27    0.27  0  J351
    89.3    27.9   14.13   27.86    0.34    0.32  0  J352
    89.6    28.3   13.82   26.15    0.57    0.30  0  J353
    90.0    31.4   16.22   18.54    0.16    0.14  0  J354
    90.1    30.5   15.52   17.89    0.21    0.21  0  J355
    89.9    28.6   15.06   26.17    0.46    0.40  0  J356
    90.1    28.9   13.89   23.17    0.26    0.41  0  J357
    90.2    29.4   14.70   21.61    0.22    0.29  0  J358
    90.3    29.3   15.31   21.47    0.39    0.40  0  J359
    90.6    30.2   15.58   18.92    0.27    0.19  0  J360
    90.8    32.0   19.11   14.64    0.30    0.24  0  J361
    90.9    31.4   19.03   15.15    0.24    0.32  0  J362
    91.7    30.9   20.56   15.82    0.25    0.28  0  J363
    91.7    31.9   21.51   13.41    0.43    0.16  0  J364
    91.8    31.2   21.08   14.20    0.21    0.37  0  J365
    91.8    32.6   20.63   11.34    0.32    0.48  0  J366
    91.9    29.0   16.45   17.01    0.13    0.24  0  J367
    91.9    33.5   19.23   12.21    0.70    0.18  0  J368
    91.9    32.9   20.53   11.77    0.34    0.18  0  J369
    92.6    34.4   20.81    8.87    0.41    0.27  0  J370
    92.7    34.5   19.15   11.11    0.28    0.25  0  J371
    92.9    34.8   18.73    6.25    0.60    0.44  0  J372
    92.8    31.8   21.57   11.69    0.14    0.27  0  J373
    93.1    29.0   17.54   13.17    0.17    0.23  0  J375
    94.1    35.6   23.34    3.26    0.21    0.27  0  J377
    93.2    30.6   21.62   10.78    0.29    0.17  0  J378
    94.1    35.7   14.42    8.65    0.35    0.43  0  J379
    94.5    33.4   22.36    7.24    0.25    0.57  0  J381
    94.6    31.6   24.43    5.81    0.40    0.25  0  J382
    94.8    35.9    8.29    8.24    0.23    0.25  0  J383
    94.7    34.9   23.52    7.71    0.49    0.31  0  J384
    95.2    35.7   12.17    9.50    0.19    0.11  0  J385
    95.4    33.8   21.92    8.26    0.61    0.62  0  J386
    95.8    30.8   19.84    1.63    0.47    0.30  0  J388
    96.1    29.7   16.57   -0.17    0.33    0.40  0  J389
    96.4    31.5   22.01   -0.01    0.24    0.29  0  J390
    96.4    35.7   11.36    8.90    0.21    0.22  0  J391
    96.9    30.1   16.98   -2.14    0.46    0.34  0  J393
    97.1    28.5   13.70    1.63    0.31    0.28  0  J394
    97.2    29.3   13.96   -3.92    0.49    0.36  0  J395
    97.2    33.7   20.26    6.73    0.69    0.64  0  J396
    97.5    34.0   17.48    6.00    0.27    0.24  0  J399
    98.0    34.4   20.09    7.10    0.20    0.14  0  J400
    98.0    35.5   13.41    7.75    0.37    0.27  0  J401
    98.2    31.5   23.06   -1.61    0.79    0.37  0  J402
    98.6    32.4   18.97    0.37    0.17    0.22  0  J403
    98.6    35.0   14.91    4.97    0.24    0.18  0  J404
    98.9    35.1   14.94    4.68    0.19    0.34  0  J405
    99.2    34.3   17.01    2.97    0.31    0.61  0  J406
    99.2    35.4   10.38    5.92    0.27    0.27  0  J407
    99.7    32.7   17.73   -1.08    0.20    0.23  0  J408
   100.3    34.5   12.28    3.31    0.79    0.76  0  J409
   101.2    31.3   14.68   -2.47    0.70    0.29  0  J410
   102.1    31.9   16.18   -3.47    0.40    0.33  0  J411
   102.5    31.4   19.60   -5.70    0.46    0.39  0  J412
   102.8    31.6   21.20   -7.76    0.59    0.47  0  J413
   104.7    30.0    6.41   -0.69    0.33    0.23  0  J414
   104.3    32.8   11.71   -0.33    0.52    0.26  0  J418
   105.3    33.2    6.96   -0.61    0.31    0.18  0  J419
    98.3    33.1   18.43    0.78    0.36    0.29  0  J420
    98.6    31.9   22.60   -2.36    0.33    0.19  0  J421
    97.4    29.0   12.73   -3.46    0.35    0.45  0  J422
    97.5    30.0   16.72   -3.66    0.18    0.22  0  J423
    97.1    30.6   19.49   -2.50    0.25    0.34  0  J424
    97.8    31.4   23.08   -1.94    0.82    0.43  0  J426
    92.4    34.0   21.35    9.91    0.27    0.46  0  J427
   113.3    38.7    5.59   -1.81    0.30    0.26  0  JB01
   119.5    39.8    4.21   -1.46    0.21    0.21  0  JB02
   120.4    36.1    5.35   -0.75    0.52    0.21  0  JB03
   119.0    31.7    8.35   -0.70    0.53    0.40  0  JB04
   113.2    36.2    6.20   -1.98    0.31    0.28  0  JB05
   111.0    38.5    5.49   -1.62    0.30    0.25  0  JB07
   108.1    35.1    5.78   -0.74    0.42    0.18  0  JB08
   105.7    38.8    5.37    0.69    0.41    0.23  0  JB09
   129.5    43.0   12.60   -6.18    0.73    0.45  0  JB12
   124.1    50.4    1.97   -2.83    0.41    0.47  0  JB13
   122.2    46.1    3.81   -2.67    0.36    0.56  0  JB14
   116.1    43.9    3.73   -1.52    0.17    0.34  0  JB17
   111.7    41.5    3.69   -1.25    0.15    0.24  0  JB18
   111.3    30.8    6.38    0.24    0.32    0.51  0  JB20
   115.0    27.1    7.91   -2.52    0.17    0.56  0  JB22
   106.7    33.1    6.45   -2.34    0.19    0.46  0  JB23
   106.0    30.8    5.79   -1.73    0.26    0.25  0  JB24
   106.7    26.4    5.07   -2.10    0.35    0.13  0  JB25
   106.8    22.1    6.10   -0.60    0.45    0.44  0  JB26
   105.4    35.1    7.61   -1.33    0.19    0.17  0  JB27
    99.8    39.4    4.00    0.32    0.20    0.30  0  JB29
    94.9    36.4    7.74    9.77    0.67    0.65  0  JB30
    93.4    38.8    7.12    6.82    0.63    0.60  0  JB31
    91.0    38.6    7.86    9.31    0.14    0.46  0  JB32
   103.9    33.3   11.97    1.54    0.28    0.19  0  JB33
   101.5    30.5   15.54   -9.00    0.25    0.21  0  JB35
   103.5    28.8    7.25   -1.77    0.19    0.18  0  JB36
   101.5    27.4    8.48  -11.22    0.30    0.19  0  JB37
   100.2    26.9    4.10  -13.70    0.63    0.24  0  JB38
   101.1    22.7    2.65   -5.57    0.52    0.22  0  JB39
   100.3    30.0   13.94   -9.26    0.41    0.37  0  JB40
    98.5    25.0   -4.13   -5.57    0.51    0.45  0  JB41
    99.9    22.6   -0.98   -2.40    0.75    0.30  0  JB42
    93.6    42.8    4.53    3.41    0.24    0.56  0  JB43
    85.5    38.1    1.35   10.49    0.45    0.82  0  JB46
    97.0    33.0   16.45    2.33    0.45    0.41  0  JB49
    96.9    29.4   15.45   -3.64    0.38    0.25  0  JB50
    93.1    35.1   24.27    8.85    0.22    0.14  0  JB51
    92.0    33.0   19.35   10.50    0.32    0.38  0  JB52
    87.8    31.9   15.43   19.08    0.16    0.12  0  JB53
    87.0    28.4    9.91   24.12    0.33    0.22  0  JB54
    79.6    35.5   -0.45   15.42    0.24    0.23  0  JB55
    79.8    32.4    0.38   17.95    0.35    0.27  0  JB56
   120.8    27.9    6.85   -0.17    0.43    0.54  0  JBN1
